Date,Close,High,Low,Open,Volume
,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
2020-01-01,1770.763916015625,1773.8271035075782,1753.8019185061628,1764.7746103841994,543035
2020-01-02,1772.135498046875,1785.4398199435632,1764.774605949193,1773.9185158245775,663275
2020-01-03,1762.4429931640625,1773.9186455448405,1754.4878356387435,1771.9984466545911,1598825
2020-01-06,1751.4703369140625,1764.2261593601263,1747.6299390537445,1762.3516130116352,683129
2020-01-07,1756.2708740234375,1765.6891466416141,1753.8020627957617,1754.9450516270938,808935
2020-01-08,1764.1805419921875,1770.307029665944,1743.2409623442982,1746.4870955730808,1889685
2020-01-09,1769.3927001953125,1780.5939921673312,1765.689371262679,1775.3362428743428,1544334
2020-01-10,1786.7200927734375,1789.9204614145362,1766.283475346421,1774.7415924693248,1003336
2020-01-13,1824.0728759765625,1826.8160489945346,1789.4631987238133,1793.120762747776,2040089
2020-01-14,1836.8287353515625,1842.452150858345,1812.6887899717215,1824.6672900731583,1610737
2020-01-15,1848.578857421875,1853.47082766225,1826.3591082291282,1838.9777505198258,1559491
2020-01-16,1873.8160400390625,1878.7994270944678,1843.503951482392,1848.8988815220127,2468958
2020-01-17,1883.920166015625,1887.2118402728022,1865.4037448838994,1879.0738481825254,994719
2020-01-20,1886.2515869140625,1898.1842110192665,1874.5015731231229,1884.1026787415583,829399
2020-01-21,1879.4395751953125,1897.3617319351488,1876.4678038079442,1883.4172661944206,750000
2020-01-22,1876.0560302734375,1886.8458890677903,1853.6534500543141,1886.388693553114,983169
2020-01-23,1880.8109130859375,1884.4229364246062,1860.7858378371577,1876.101888345154,708017
2020-01-24,1896.1727294921875,1901.0190468425776,1874.5474698426272,1880.902443172286,914993
2020-01-27,1884.880126953125,1891.6465315949115,1880.6738387228202,1889.1319561450573,429312
2020-01-28,1884.1942138671875,1888.2174450351877,1867.826480762838,1885.474271991553,777052
2020-01-29,1896.6300048828125,1907.2370311060965,1885.5202421386118,1885.5202421386118,873433
