Date,Close,High,Low,Open,Volume
,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
2020-01-01,414.0947570800781,416.1205627903438,413.08675223668763,414.73087142215314,4070420
2020-01-02,415.5382995605469,420.4021749332549,414.4568841877328,414.9462075456876,8638440
2020-01-03,410.3905944824219,414.4373080737742,408.3892488746541,412.9889002311824,11768500
2020-01-06,391.1357421875,411.4230692917712,389.8732795741084,407.50848246717595,28667350
2020-01-07,392.20733642578125,400.46221847459515,391.08676690475903,396.84121394720245,21490420
2020-01-08,396.3470153808594,397.36481631104397,386.5654463955507,386.5654463955507,16305760
2020-01-09,403.6134338378906,405.9425876003734,399.2878028328617,401.8224938796791,14193880
2020-01-10,405.6343078613281,409.6516627693473,403.0066442190233,404.19082806819006,11066240
2020-01-13,407.557373046875,409.2944647227561,405.74687093241073,407.89987545113553,6451520
2020-01-14,410.3465576171875,411.2664879229648,406.18244091231077,408.0956821082851,7034340
2020-01-15,411.7411804199219,412.98894911527134,408.10061313355766,410.0481107061742,6169760
2020-01-16,413.0133361816406,413.9626246030774,409.85719484100275,410.05293611248607,5787280
2020-01-17,414.1387939453125,415.1419306779873,411.2273439855628,412.695313995222,6711290
2020-01-20,406.392822265625,416.2135450989945,403.70644195799844,413.8696672301977,8486390
2020-01-21,405.022705078125,409.6712768589577,402.9137226543001,406.13347862916794,8979220
2020-01-22,405.375,409.71039731459757,403.53024158300343,409.66147693046594,7979010
2020-01-23,403.7699890136719,407.4937619134278,399.77712414607106,403.4959691685024,11545220
2020-01-24,410.49334716796875,411.5845286199847,402.3216417095045,403.20241771676865,8648920
2020-01-27,407.5427551269531,411.81453861452883,406.52985216131515,408.4871456525742,7821550
2020-01-28,412.3038024902344,415.82693623928384,406.15303486355066,406.15303486355066,10527640
2020-01-29,432.4639587402344,434.9105754222519,412.509368611981,415.4257165827531,45814130
2020-01-30,427.11077880859375,438.92305183058625,425.20730377943227,436.8678877551839,35777740
2020-01-31,427.2673645019531,432.5716428231655,424.1259169182033,427.66861323787253,17369270
2020-02-03,426.6263732910156,428.3439031348123,415.94443553414953,415.94443553414953,10941810
2020-02-04,442.2748718261719,445.28422219728185,428.3683114030851,429.42526650157043,19583230
2020-02-05,443.1507873535156,444.300685231619,438.20373565945306,441.85896659564634,12856310
2020-02-06,456.67083740234375,457.79627519574655,442.83765598374333,443.1508301127039,18464770
2020-02-07,455.49151611328125,458.6819138402344,452.7317253138651,456.4359065735148,9503260
2020-02-10,462.09246826171875,463.291316376599,454.09204387473557,456.0493371672991,11608790
2020-02-11,464.7935485839844,468.28242631245155,463.4870636567318,463.58493429581296,11674290
2020-02-12,466.687255859375,468.00843490249827,462.1169924090285,466.81448471132484,8829640
2020-02-13,469.2952880859375,469.80907156370756,463.3891524324807,466.42296278273125,6810390
2020-02-14,467.9643249511719,471.21833683518844,466.61868587921265,469.7503669385056,7311180
2020-02-17,467.46527099609375,469.55466133221967,464.8620672643688,467.9643604900402,7164840
2020-02-18,465.64007568359375,467.0053069084293,460.1205239708469,466.7557472279357,7286110
2020-02-19,477.3887023925781,478.26461022266346,467.8028755731612,468.2824028549346,11720490
2020-02-20,477.62359619140625,481.82686664123986,475.01059661114795,476.3953899217494,16346430
2020-02-24,470.136962890625,477.1881289719968,464.97460760700403,473.6649949372944,12633890
2020-02-25,472.2900085449219,474.63385665538914,468.18457844309785,474.63385665538914,9593090
2020-02-26,470.72906494140625,473.444803573652,466.5453562521707,471.2183882937362,8513460
2020-02-27,465.8162536621094,471.21837253948905,461.148089922759,471.21837253948905,11748700
2020-02-28,437.04888916015625,454.09202828239506,421.96794127488386,454.09202828239506,49414100
2020-03-02,426.7633056640625,451.93409609087064,421.37095362371446,450.17741239497565,22382160
2020-03-03,436.9009094238281,438.9460692886155,423.7519991852898,431.59425824732045,20235030
2020-03-04,420.4513244628906,441.08935713821694,414.4286079573528,438.0682102798231,24729910
2020-03-05,424.7966613769531,428.4112609419166,419.15159979549713,422.76619936046063,18332950
2020-03-06,414.511962890625,415.7037480394298,395.93869795209434,404.6196342743495,33122380
2020-03-09,394.9872131347656,404.86484351518124,386.97821846160895,399.2246912433162,35456270
2020-03-11,395.3648681640625,404.02128776547994,390.8870753081135,393.73166786170987,27936830
2020-03-12,366.3009033203125,379.60185097440797,355.878883093974,378.6258642227434,52726190
2020-03-13,387.7041015625,396.6253529911264,321.8369329449068,337.4282660305399,48499170
2020-03-16,360.20953369140625,376.0215721630812,353.12255422048395,376.0215721630812,31404670
2020-03-17,337.9039611816406,366.33524873717795,333.7008479527247,363.1375180373295,25585480
2020-03-18,300.2865905761719,346.256269593414,296.1226920670512,342.3326858019872,54435800
2020-03-19,269.3638916015625,299.47250769942565,243.7232804530746,274.6509364977407,83247130
2020-03-20,289.55072021484375,298.58476485366845,257.1566327161794,274.6361783508551,61101890
2020-03-23,222.28578186035156,264.84195506685177,218.2493888976834,260.59956733130304,48442350
2020-03-24,242.6932830810547,251.95783788663852,206.44427011921258,242.4774847667332,62572210
2020-03-25,253.6204833984375,264.84193674259313,235.41505488230501,240.31953519235304,62263550
2020-03-26,274.0329284667969,288.04012305600656,251.6047495542326,258.69172959983973,50961240
2020-03-27,249.37319946289062,298.19240023102753,245.2240133478845,289.8547837771995,71706090
2020-03-30,219.9267120361328,236.8275469466378,218.3474687820052,234.43906743706373,76983550
2020-03-31,217.34695434570312,229.52968181520504,205.9881759880045,226.10634912127654,110431110
2020-04-01,217.69515991210938,224.3211174417807,209.1907930542958,213.83533639533545,64083010
2020-04-03,216.53282165527344,229.89262221543495,214.1345234225174,222.5457197483017,61726720
2020-04-07,221.0301971435547,224.23282184573404,204.1734875433287,220.21114243353082,111614780
2020-04-08,228.83322143554688,232.86470459742975,210.3188094208902,214.22768058267602,91093390
2020-04-09,250.30995178222656,251.71262592509638,232.1879065532207,234.53224747336077,71932460
2020-04-13,224.3603515625,247.18580706440653,222.266143863094,247.18580706440653,81831990
2020-04-15,214.07566833496094,232.27620357482186,212.69751048750936,230.02013951152858,93336280
2020-04-16,217.75892639160156,220.70161458608266,208.1461419628394,210.4022059053988,72467400
2020-04-17,226.405517578125,233.05108213631084,219.24988289796244,231.00101304369787,101915460
2020-04-20,226.4153289794922,230.06917277253348,222.17295653362086,228.0583328656373,54031770
2020-04-21,205.96365356445312,216.77802650142192,204.5168259074501,216.77802650142192,73839850
2020-04-22,210.7209930419922,212.85444496540217,198.37151524190853,202.0596790383395,90627230
2020-04-23,213.09475708007812,217.67064552400007,207.16524226816702,211.87354629029747,71440060
2020-04-24,193.8495635986328,207.31236660207404,193.24141289452106,207.31236660207404,104944510
2020-04-27,200.5000457763672,204.51681609562814,187.90534472262658,196.17920009172965,144952470
2020-04-28,218.55345153808594,220.1228912411378,199.61235077121913,204.1244786920285,147563440
2020-04-29,225.25787353515625,232.9628076782648,215.80203638219095,215.80203638219095,150601540
2020-04-30,227.38150024414062,237.27384302798333,224.73799329691084,231.9868141662386,88833050
2020-05-04,203.99205017089844,216.01293644946017,198.97967059146902,215.7971381139633,73127450
