Date,Close,High,Low,Open,Volume
,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS
2020-01-01,721.0527954101562,725.8112794607646,717.2654791313694,725.2286383055009,688037
2020-01-02,744.2139282226562,746.3018200037183,719.5961928576744,720.5673011622731,2423328
2020-01-03,734.7941284179688,747.709946095819,729.7928522669706,747.709946095819,1417070
2020-01-06,715.7117309570312,733.9687344917418,713.7695142641829,733.5802673500384,961348
2020-01-07,720.8585815429688,734.1628056802099,714.2549981063439,716.8769724219349,1108401
2020-01-08,721.1985473632812,728.2391574116384,712.4099541551928,714.1579968227596,1317705
2020-01-09,735.42529296875,739.3097854698905,728.3847432914146,731.2009512607832,1477783
2020-01-10,734.4056396484375,744.3595737590643,729.3073063753181,734.9397819240082,1266475
2020-01-13,737.6588745117188,742.902882960462,735.1340168188153,735.1340168188153,835989
2020-01-14,737.9502563476562,745.7191823287897,731.3466722390845,740.7664644934448,1190936
2020-01-15,744.2625122070312,746.787429590514,725.9084515540746,736.1051783647544,1522089
2020-01-16,734.21142578125,748.7296107865537,731.3466592953139,745.1850268407532,1041500
2020-01-17,746.0590209960938,749.7006619364788,690.4626440862693,694.3471364659268,4938472
2020-01-20,750.4776611328125,755.0418523002731,740.4266098706368,745.4278265525609,1581541
2020-01-21,749.36083984375,758.5378396138939,741.3976807590867,756.4985063316396,1667878
2020-01-22,769.9970703125,775.9208369624937,744.9423092578438,748.5839505484333,3093985
2020-01-23,785.534912109375,788.4967953959112,760.3830345994031,762.325251196875,2597472
2020-01-24,798.2564697265625,800.5871533691286,772.9589178871561,784.6608349808702,1933519
2020-01-27,789.6135864257812,812.7261307789154,786.6031447200932,791.4586862602623,2820058
2020-01-28,785.534912109375,800.0530377079172,774.2214022411796,793.8864791832029,1790691
2020-01-29,779.1254272460938,799.0818526121432,776.8918605213122,790.487494412648,1840396
2020-01-30,768.3947143554688,785.6319912771255,764.5102810522689,785.6319912771255,1330496
2020-01-31,756.4013671875,774.9011008526849,753.1481338081402,770.1912348906919,1304458
2020-02-03,757.8580932617188,760.383010462984,728.5789915345516,737.0762335096415,1541064
2020-02-04,770.77392578125,773.3474014220394,757.5181994750095,757.5181994750095,1075827
2020-02-05,776.794677734375,778.9311870140884,765.2869958966378,770.7737954709748,1062607
2020-02-06,777.8630981445312,783.3498986782851,770.3854631275532,779.2226140495901,1222421
2020-02-07,764.8986206054688,780.3879130637772,762.8592873519967,777.863055444531,1086833
2020-02-10,735.6681518554688,766.889531837928,730.2784678574676,764.2674976733506,4260702
2020-02-11,737.36767578125,746.7874688099728,732.3178407490796,738.0474338011944,3394755
2020-02-12,733.5316772460938,752.0799708273883,732.7062441134925,740.086702931953,1852945
2020-02-13,730.521240234375,742.854416943165,723.7719809427963,733.5316819482271,1884479
2020-02-14,721.5869140625,748.5838895396225,715.8087635484642,732.7061896075585,3412990
2020-02-17,716.1002197265625,728.3362804735984,712.3128435040702,721.5384623354856,1522461
2020-02-18,702.9901123046875,719.790422756752,694.8812776669859,716.051605221419,1757880
2020-02-19,735.2796020507812,737.8045191470306,705.3207436344671,708.9138857317718,2076090
2020-02-20,729.5986328125,745.6220079374033,724.354565037234,728.3361742557814,2137038
2020-02-24,703.961181640625,726.3939665953229,701.3392072290269,726.3939665953229,2367336
2020-02-25,699.5911865234375,711.7301292362844,694.4442948078213,706.0005368503173,2281107
2020-02-26,682.4995727539062,701.3392157727775,679.7804220259819,697.2604896808909,2852422
2020-02-27,692.2593383789062,696.7750308824596,666.1849096073997,682.4996369869094,3363958
2020-02-28,667.3501586914062,687.0637923043871,664.2425409970919,667.1559251470334,4407386
2020-03-02,649.141845703125,681.2372195951087,638.313918519628,680.7516356371771,2254276
2020-03-03,679.8289184570312,684.2474933563433,651.6180446419573,651.6180446419573,3363570
2020-03-04,669.5838623046875,688.3263320269242,662.3004599488704,682.2083311755626,2853717
2020-03-05,660.6495361328125,675.410454131091,658.4159691255664,672.7884794972584,2171130
2020-03-06,645.83984375,651.5208766752241,626.3690044959383,631.2246044683538,1701571
2020-03-09,616.26953125,635.1091751749154,607.2382061663664,629.2824658404489,2786900
2020-03-11,607.1896362304688,621.9991119763636,598.2068102004191,616.6579866495902,3001659
2020-03-12,543.6787109375,592.3800976728071,538.9687851951383,592.13730572571,4778932
2020-03-13,587.4760131835938,613.4047656210435,490.41305664880485,522.0713718939263,6209514
2020-03-16,560.236328125,582.1835338647908,542.8533142581315,563.2467702775608,2988394
2020-03-17,539.5999755859375,568.733461539234,537.2693514568766,554.7979776143176,3007242
2020-03-18,511.826171875,551.5932940242683,478.1770204539065,551.5932940242683,6864942
2020-03-19,476.865966796875,503.8143835178832,467.10626671370846,467.10626671370846,3915320
