Date,Close,High,Low,Open,Volume
,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS
2020-01-01,1218.0533447265625,1226.3755456155673,1211.5909518213866,1216.612149610867,3123998
2020-01-02,1250.923583984375,1253.434126223221,1219.0297770613079,1219.959624335954,4335359
2020-01-03,1241.392578125,1250.5979748099267,1236.8363040395543,1250.5979748099267,2059871
2020-01-06,1224.3765869140625,1238.556760030022,1221.9124685564936,1237.626912612582,2646905
2020-01-07,1227.8634033203125,1245.5305026486624,1221.586933822083,1234.8372583183452,2077893
2020-01-08,1200.9444580078125,1216.891250154032,1193.3196412038499,1210.6613179604735,4147568
2020-01-09,1223.818603515625,1227.3055310528005,1213.5437449700455,1219.0298669965528,2067779
2020-01-10,1231.6756591796875,1242.2294028903493,1226.4685372196038,1226.4685372196038,2360798
2020-01-13,1241.0673828125,1245.4377340607991,1235.4882979475183,1235.767297593476,1825244
2020-01-14,1233.0704345703125,1237.62670886704,1222.8421146623205,1236.510937552503,2046500
2020-01-15,1230.745849609375,1242.415478494622,1227.3984220687194,1232.605544188267,2127677
2020-01-16,1226.74755859375,1239.393458866249,1224.9808260651716,1234.5581849192583,1773135
2020-01-17,1212.7069091796875,1232.9310897211435,1210.6612903437156,1227.956428932988,2941837
2020-01-20,1217.727783203125,1227.3052540798672,1214.845279790922,1221.7725955320816,2542477
2020-01-21,1210.986572265625,1221.7263536623873,1209.2198397470704,1213.2182284202863,1361576
2020-01-22,1203.4080810546875,1219.9594049699276,1201.3624628209957,1219.029557862481,2449753
2020-01-23,1238.8355712890625,1245.8558501192194,1214.3805425261507,1215.3103898022046,10056067
2020-01-24,1263.8482666015625,1271.8914675686817,1238.556468208999,1238.556468208999,5837319
2020-01-27,1253.9918212890625,1269.148374964811,1245.995158643888,1245.995158643888,2510013
2020-01-28,1252.1787109375,1259.9429120855364,1244.1355102364928,1256.130561399761,2352852
2020-01-29,1269.8924560546875,1278.4935438766695,1257.2465550393945,1258.1764023715007,3678474
2020-01-30,1274.07666015625,1280.2137428290293,1258.083332813645,1270.124809332556,2743506
2020-01-31,1273.239990234375,1280.399769249408,1265.0107505852122,1279.423384153379,3939306
2020-02-03,1196.3880615234375,1212.4279275862216,1182.7657757600707,1199.5030273038453,5767353
2020-02-04,1201.130126953125,1215.589296392299,1197.224814095164,1205.0819775740274,3604309
2020-02-05,1218.146484375,1232.0476559202305,1204.1522372956215,1206.8488171306835,4220104
2020-02-06,1225.1666259765625,1232.0475178341153,1217.216500663637,1230.0948614505935,2354458
2020-02-07,1207.87158203125,1222.1912524333543,1205.0820402713625,1220.9359813427538,3053804
2020-02-10,1195.132568359375,1211.0793559237932,1183.7883652050982,1208.801275845085,3039992
2020-02-11,1196.62060546875,1207.8251981948656,1193.9240253891828,1201.3628043635701,2200796
2020-02-12,1206.2908935546875,1208.6619359592255,1190.2044905839407,1198.666077932837,2568696
2020-02-13,1201.5950927734375,1208.6619090777597,1194.8537003009226,1207.8715616271584,1545536
2020-02-14,1204.2918701171875,1213.4043064370778,1200.0610190890789,1204.1523703073053,1780119
2020-02-17,1190.3905029296875,1206.8023309568207,1187.4150368852218,1206.0119834300176,2155085
2020-02-18,1196.1090087890625,1199.3170499631472,1177.605025480834,1191.5992722470266,2347917
2020-02-19,1191.506103515625,1207.8713898686979,1187.042792007184,1206.941542763333,1820353
2020-02-20,1190.7623291015625,1198.4801064423848,1185.834206931864,1190.1114814492362,3034681
2020-02-24,1171.3284912109375,1182.6726953368013,1164.7731364499136,1182.6726953368013,3414064
2020-02-25,1154.9169921875,1176.861367814815,1153.1502594512126,1173.653326226271,3133077
2020-02-26,1126.1845703125,1151.150947399252,1121.3958340577526,1148.3614055234862,5721483
2020-02-27,1125.4407958984375,1131.5777661352915,1115.8168978557844,1127.3004907281972,4003149
2020-02-28,1104.240234375,1112.5157847483715,1080.482589857952,1106.1928910529107,6286647
2020-03-02,1079.459716796875,1127.3003133626619,1069.8358202684124,1120.4659586399418,3177486
2020-03-03,1098.4285888671875,1103.5427486818448,1080.5290295158868,1084.2018807073528,3134527
2020-03-04,1094.1048583984375,1104.51910285237,1076.7631833911757,1101.8690607241308,3135151
2020-03-05,1099.497802734375,1103.9611148046329,1084.387785370235,1097.312684463063,2625152
2020-03-06,1077.599853515625,1082.3420511414454,1051.5175963135198,1067.4644971738653,3956575
2020-03-09,1024.645263671875,1056.1206879426613,992.4261431161187,1056.1206879426613,8038295
2020-03-11,1038.593017578125,1042.3124072123283,1009.6283616071781,1013.5336753203861,5628125
2020-03-12,945.2362060546875,994.9830904419061,933.659596497632,994.936552676934,9200130
2020-03-13,977.6879272460938,986.0565531948685,827.5641216010536,883.3549612595516,8117911
2020-03-16,900.7431030273438,968.9008996873013,894.4201526526124,943.097636763767,6671806
2020-03-17,889.63134765625,934.4964770259014,874.1959061599568,903.8115180787823,4720207
2020-03-18,841.0933837890625,906.3686771460499,836.8625898245139,900.0922077223661,5586097
2020-03-19,783.9542236328125,821.9850003076733,778.9330823435911,812.5935654263224,7251950
2020-03-20,804.0390014648438,816.2199788450189,772.9820777922737,789.4403869630264,6130185
2020-03-23,673.2559814453125,753.1298937691704,656.4722476541232,752.2465274110278,7308612
2020-03-24,667.4573364257812,712.5736186000386,633.6082986427072,711.8664664810177,7110384
2020-03-25,722.0022583007812,730.7238004350055,623.236686564566,657.3685710751666,16122446
2020-03-26,790.1246337890625,794.1789610924238,711.0650499548611,742.7454418464606,9028497
2020-03-27,789.2288818359375,839.1538320023433,765.6100130178683,818.316439642683,6573448
2020-03-30,753.0227661132812,768.4386597653726,745.8097912569444,755.2384864687895,4474168
2020-03-31,762.3099365234375,775.981543300914,745.9983068433951,773.1529350021258,8045468
2020-04-01,730.1109008789062,765.9871277844053,722.7565310281683,760.7541565471323,4104403
2020-04-03,730.3938598632812,745.9040166467607,719.2208220856751,745.9040166467607,4268480
2020-04-07,755.851318359375,766.552863608186,745.8097356876693,759.0099080007254,5768998
2020-04-08,760.9898681640625,784.4673391953099,752.126930351101,758.066996049314,6151091
2020-04-09,766.3643798828125,786.6832077364951,758.4443099731245,786.6832077364951,6410296
2020-04-13,816.0064086914062,822.5593631329441,761.7914132116539,766.3643072024106,9462711
2020-04-15,829.8665161132812,873.6627532130846,819.3534994020267,840.0494940093321,10435477
